sample_id,split,failure_reason,audio_frames,vision_frames
3odZe3AGilc_0_0,test,audio_nonfinite_2,,
3paDwuRQP1w_37_037,train,vision_mask_zero,,
3sUS8vXbRwg_18_2,train,vision_mask_zero,,
3sUS8vXbRwg_82_49,train,vision_mask_zero,,
3w9I5SBhHNc_70_062,train,vision_mask_zero,,
3y2YInNUmHY_0_0,train,audio_nonfinite_2,,
40260_131_03,train,vision_mask_zero,,
40260_180_0085,train,vision_mask_zero,,
40260_244_028,train,vision_mask_zero,,
40260_5_5,train,vision_mask_zero,,
40260_61_0035,train,vision_mask_zero,,
41381_5_5,test,vision_mask_zero,,
41692_66_047,train,vision_mask_zero,,
43371_0_0,train,audio_nonfinite_2,,
44780_0_0,train,audio_nonfinite_2,,
45175_73_63,train,vision_mask_zero,,
45186_18_02,train,vision_mask_zero,,
45186_22_001,train,vision_mask_zero,,
45186_49_45,train,vision_mask_zero,,
46495_0_0,test,audio_nonfinite_2,,
46495_29_025,test,vision_mask_zero,,
46615_0_0,test,audio_nonfinite_2,,
46615_21_08,test,vision_mask_zero,,
46618_0_0,train,audio_nonfinite_2,,
46618_5_05,train,vision_mask_zero,,
47472_0_0,train,audio_nonfinite_2,,
4HAC00EAdno_18_1,train,vision_mask_zero,,
4HAC00EAdno_97_42,train,vision_mask_zero,,
4Kh5N9W-Jr4_0_0,train,audio_nonfinite_2,,
4Kh5N9W-Jr4_35_033,train,vision_mask_zero,,
4Ry6M_ZfJQc_0_0,train,audio_nonfinite_2,,
4WTVL5bNybU_0_0,train,audio_nonfinite_2,,
4dV3slGSc60_0_0,valid,audio_nonfinite_2,,
4dV3slGSc60_41_028,valid,vision_mask_zero,,
4hEWns7JBg0_0_0,train,audio_nonfinite_2,,
4hEWns7JBg0_30_012,train,vision_mask_zero,,
4hEWns7JBg0_54_19,train,vision_mask_zero,,
4iG0ffmnCOw_0_0,train,audio_nonfinite_2,,
4jTUcNlxlYA_0_0124716553288,train,audio_nonfinite_2,,
4lKz4xyCmkk_0_0,train,audio_nonfinite_2,,
4oeKDFIaL7o_0_0,train,audio_nonfinite_2,,
4oeKDFIaL7o_58_02,train,vision_mask_zero,,
4poXF3xo6Z8_0_0,train,audio_nonfinite_2,,
4poXF3xo6Z8_115_59,train,vision_mask_zero,,
4qjz4BQCZyM_0_0,train,audio_nonfinite_2,,
4wLP4elp1uM_36_029,test,vision_mask_zero,,
51224_102_37,train,vision_mask_zero,,
51224_60_055,train,vision_mask_zero,,
51224_91_19,train,vision_mask_zero,,
52068_0_0,train,audio_nonfinite_2,,
52068_78_03,train,vision_mask_zero,,
52068_98_015,train,vision_mask_zero,,
52839_71_071,train,vision_mask_zero,,
53609_28_024,test,vision_mask_zero,,
53609_35_023,test,vision_mask_zero,,
53609_45_029,test,vision_mask_zero,,
53609_58_029,test,vision_mask_zero,,
53742_77_026,train,vision_mask_zero,,
53742_86_036,train,vision_mask_zero,,
53766_93_6,test,vision_mask_zero,,
54CM1_GA-uw_0_0124716553288,train,audio_nonfinite_2,,
55156_51_8,train,vision_mask_zero,,
56276_0_0,train,audio_nonfinite_2,,
56276_56_2,train,vision_mask_zero,,
57618_27_021,train,vision_mask_zero,,
59333_0_0,train,audio_nonfinite_2,,
59333_32_029,train,vision_mask_zero,,
59673_0_0,test,audio_nonfinite_1,,
59673_56_045,test,vision_mask_zero,,
5F-KEGK9eXo_0_0,train,audio_nonfinite_2,,
5Fs_7A_V2kA_72_049,train,vision_mask_zero,,
5OLO6zEbrVw_31_021,train,vision_mask_zero,,
5PqwxUYIe3c_26_9,train,vision_mask_zero,,
5PqwxUYIe3c_79_6,train,vision_mask_zero,,
5R5fDxZUL8M_100_015,train,vision_mask_zero,,
5RVF_3YBUVI_0_0124716553288,train,audio_nonfinite_1,,
5YnYGjrhzF4_54_02,train,vision_mask_zero,,
5eA5HpyFsIk_0_0,train,audio_nonfinite_2,,
5fKPJPFqPho_39_6325,test,audio_nonfinite_2,,
5fKPJPFqPho_8_6525,test,audio_nonfinite_2,,
5kaCGzjYukM_0_0,valid,audio_nonfinite_2,,
5pxFqJ5hKMU_62_03,test,vision_mask_zero,,
5qxZFmIaynE_10_857,train,audio_nonfinite_2,,
5qxZFmIaynE_162_014,train,vision_mask_zero,,
5qxZFmIaynE_189_8,train,vision_mask_zero,,
5tV5rZZJDCE_0_0,train,audio_nonfinite_2,,
5vwXp27bCLw_140_113,test,vision_mask_zero,,
60037_89_13,train,vision_mask_zero,,
61531_0_0,test,audio_nonfinite_1,,
61531_47_35,test,vision_mask_zero,,
61531_50_024,test,vision_mask_zero,,
63951_5_0,test,vision_mask_zero,,
65kkuNV921k_154_39,train,vision_mask_zero,,
65kkuNV921k_163_23,train,vision_mask_zero,,
65kkuNV921k_172_12,train,vision_mask_zero,,
65kkuNV921k_177_29,train,vision_mask_zero,,
65kkuNV921k_86_046,train,vision_mask_zero,,
67uKYi7mslE_0_051,test,audio_nonfinite_1,,
69707_0_0,train,audio_nonfinite_2,,
69707_89_029,train,vision_mask_zero,,
69824_27_12,test,vision_mask_zero,,
6KvG5VbLalY_84_56,valid,vision_mask_zero,,
6MloL1gIccs_75_2,train,vision_mask_zero,,
6TDXQtGUNEs_162_063,train,vision_mask_zero,,
6TDXQtGUNEs_43_004,train,vision_mask_zero,,
6TDXQtGUNEs_8_003,train,vision_mask_zero,,
6UV6ktwbLoo_117_75,train,vision_mask_zero,,
6YNAmRjpxlA_23_12,train,vision_mask_zero,,
6ZA8I83x-oY_0_0,valid,audio_nonfinite_2,,
6_ZT8beQXq8_49_04,valid,vision_mask_zero,,
6_ZT8beQXq8_58_001,valid,vision_mask_zero,,
6aoTjlvo0js_0_0,train,audio_nonfinite_2,,
6brtMLkjjYk_0_0,test,audio_nonfinite_2,,
6hFiTU77Sm0_0_0,valid,audio_nonfinite_2,,
6hFiTU77Sm0_57_58,valid,vision_mask_zero,,
6rkV4QRcVnk_23_05,train,vision_mask_zero,,
6slq62RwH3Q_0_0,train,audio_nonfinite_2,,
6slq62RwH3Q_62_59,train,vision_mask_zero,,
6slq62RwH3Q_71_05,train,vision_mask_zero,,
6vbd4o5rIjM_40_25,train,vision_mask_zero,,
708sewcSXVY_0_0,train,audio_nonfinite_2,,
72385_0_0,train,audio_nonfinite_2,,
73449_91_28,train,vision_mask_zero,,
75938_0_0,train,audio_nonfinite_2,,
76124_0_0,train,audio_nonfinite_2,,
76sN4tvbPGk_36_02,train,vision_mask_zero,,
78577_22_5,train,vision_mask_zero,,
78577_47_046,train,vision_mask_zero,,
78Ncka6CY70_0_0124716553288,train,audio_nonfinite_2,,
79644_0_0,train,audio_nonfinite_2,,
79644_49_05,train,vision_mask_zero,,
79935_0_0,train,audio_nonfinite_2,,
79935_41_038,train,vision_mask_zero,,
79935_47_14,train,vision_mask_zero,,
7IxmlIwqigw_142_118,test,vision_mask_zero,,
7IxmlIwqigw_185_41,test,vision_mask_zero,,
7R70kKqtGh0_0_0,train,audio_nonfinite_2,,
7SsmaZZ7mz0_0_0,train,audio_nonfinite_2,,
7UlSX-syPeo_71_5,train,vision_mask_zero,,
7Vp6Lvin1rA_114_85,train,vision_mask_zero,,
7_K3F-lAv1k_0_0,valid,audio_nonfinite_2,,
7_K3F-lAv1k_62_14,valid,vision_mask_zero,,
7deoh0NoMs4_0_0,test,audio_nonfinite_2,,
7eJqqvvziQo_0_0,train,audio_nonfinite_2,,
7ifnoHhrMtA_80_21,train,vision_mask_zero,,
7mb8Y2AhXIY_0_0,test,audio_nonfinite_2,,
7npCA0zoQ8Q_0_0,test,audio_nonfinite_2,,
7pZPQbMKGkY_0_0,train,audio_nonfinite_2,,
7r4vRxKLFCA_64_016,valid,vision_mask_zero,,
7rMLN0KKE5k_0_0,train,audio_nonfinite_2,,
7xiu1tAJ2d8_128_11,train,vision_mask_zero,,
80627_57_002,train,vision_mask_zero,,
80855_40_26,valid,vision_mask_zero,,
80855_49_37,valid,vision_mask_zero,,
81615_0_0,train,audio_nonfinite_2,,
830KzUc6CbU_66_62,valid,vision_mask_zero,,
83400_0_011,test,audio_nonfinite_2,,
83400_64_027,test,vision_mask_zero,,
83_N43pvgHI_93_17,train,vision_mask_zero,,
8404_45_005,train,vision_mask_zero,,
84133_0_0,train,audio_nonfinite_2,,
84176_60_49,train,vision_mask_zero,,
86c2OkQ3_U8_0_0,test,audio_nonfinite_2,,
87400_0_0,train,audio_nonfinite_2,,
87400_58_0055,train,vision_mask_zero,,
87400_75_49,train,vision_mask_zero,,
88119_62_041,train,vision_mask_zero,,
88245_0_0,train,audio_nonfinite_2,,
88791_18_2,test,vision_mask_zero,,
88791_47_005,test,vision_mask_zero,,
88S1BjwMfdw_83_033,train,vision_mask_zero,,
88oSn21TFcA_0_0,train,audio_nonfinite_2,,
88oSn21TFcA_55_006,train,vision_mask_zero,,
89747_0_0,train,audio_nonfinite_1,,
89747_94_024,train,vision_mask_zero,,
89951_27_7,train,vision_mask_zero,,
89951_78_054,train,vision_mask_zero,,
89ZmOPOilu4_0_0,test,audio_nonfinite_2,,
8Cp8c-eQELQ_0_0,train,audio_nonfinite_2,,
8EHEEXex5D8_14_02,train,vision_mask_zero,,
8EHEEXex5D8_81_007,train,vision_mask_zero,,
8EHEEXex5D8_92_79,train,vision_mask_zero,,
8F1mj-XT6KA_45_019,train,vision_mask_zero,,
8Lmqsakmw3M_134_87599999999998,train,audio_nonfinite_2,,
8Lmqsakmw3M_146_31,train,vision_mask_zero,,
8M0AlvtMrv8_0_0,train,audio_nonfinite_1,,
8P0zm2oYDyY_0_0,train,audio_nonfinite_2,,
8VP1qxX9mh4_0_0,train,audio_nonfinite_2,,
8f_lBxZgDb0_0_0,train,audio_nonfinite_2,,
8f_lBxZgDb0_26_022,train,vision_mask_zero,,
8ovb-GaZ3QE_0_3,train,audio_nonfinite_2,,
8qCNtqjygW8_48_023,train,vision_mask_zero,,
8u5aet7s9_w_51_025,train,vision_mask_zero,,
8wQhzezNcUY_111_08,test,vision_mask_zero,,
9-EO2oCAGA4_0_0,train,audio_nonfinite_2,,
91276_0_001,train,audio_nonfinite_2,,
91276_71_13,train,vision_mask_zero,,
91844_0_0,test,audio_nonfinite_2,,
91844_40_34,test,vision_mask_zero,,
91844_77_026,test,vision_mask_zero,,
92221_75_052,train,vision_mask_zero,,
92331_0_0,train,audio_nonfinite_1,,
92331_82_59,train,vision_mask_zero,,
92533_0_0,train,audio_nonfinite_2,,
92533_40_23,train,vision_mask_zero,,
93821_62_9,train,vision_mask_zero,,
94215_0_0,train,audio_nonfinite_2,,
94983_0_0,train,audio_nonfinite_2,,
94983_47_33,train,vision_mask_zero,,
96099_0_0,train,audio_nonfinite_2,,
96179_0_0,train,audio_nonfinite_2,,
96350_67_2,train,vision_mask_zero,,
96642_0_0,valid,audio_nonfinite_2,,
97095_102_24,train,vision_mask_zero,,
97095_106_67,train,vision_mask_zero,,
97095_113_12,train,vision_mask_zero,,
97095_92_063,train,vision_mask_zero,,
98187_45_029,train,vision_mask_zero,,
99501_58_19,valid,vision_mask_zero,,
9K4aWWoXuyU_0_0,train,audio_nonfinite_2,,
9Lr4i7bIB6w_0_0124716553288,test,audio_nonfinite_2,,
9PzZSheh10U_0_0,test,audio_nonfinite_2,,
9PzZSheh10U_173_0045,test,vision_mask_zero,,
9QI-9w_VdB4_0_0,valid,audio_nonfinite_2,,
9TAGpMywQyE_0_0,test,audio_nonfinite_2,,
9Un1O2ypJmI_0_0,train,audio_nonfinite_2,,
9cSJglGi9Pg_101_62,train,vision_mask_zero,,
9cSJglGi9Pg_35_003,train,vision_mask_zero,,
9cSJglGi9Pg_66_43,train,vision_mask_zero,,
9ceYD_OzPz8_0_0,train,audio_nonfinite_2,,
9cxlcpbmrH0_102_18,train,vision_mask_zero,,
9cxlcpbmrH0_34_035,train,vision_mask_zero,,
9orb0lQnVW4_0_0,test,audio_nonfinite_2,,
9pdyTplXwM4_0_0,train,audio_nonfinite_2,,
9tX18DNC74w_66_55,train,vision_mask_zero,,
A1lFJXUpxZo_119_051,test,vision_mask_zero,,
A1lFJXUpxZo_138_088,test,vision_mask_zero,,
A2E78CGi5TU_62_17,train,vision_mask_zero,,
A6R6J8SJtBc_0_0124716553288,train,audio_nonfinite_2,,
AB1PbMaW03s_97_33,test,vision_mask_zero,,
ABSC1JNdpTw_66_43,train,vision_mask_zero,,
AGM-hNupJik_0_0,train,audio_nonfinite_2,,
AIPqRuTjI4E_57_022,train,vision_mask_zero,,
AIPqRuTjI4E_86_006,train,vision_mask_zero,,
AKofHsmxa1I_84_07,train,vision_mask_zero,,
AggyS1coOb8_0_0,train,audio_nonfinite_2,,
AmGocfFQfVE_0_0,train,audio_nonfinite_2,,
AmGocfFQfVE_13_8,train,vision_mask_zero,,
AmGocfFQfVE_53_24,train,vision_mask_zero,,
AmGocfFQfVE_88_63,train,vision_mask_zero,,
Arh2TKRi_mg_119_011,valid,vision_mask_zero,,
AuPCZlKBzq8_95_035,train,vision_mask_zero,,
AxNy9TeTLq8_0_0,valid,audio_nonfinite_2,,
B1B71X_SmwY_0_0,train,audio_nonfinite_2,,
B1B71X_SmwY_119_82,train,vision_mask_zero,,
BB_VwJSg3AI_18_16,train,vision_mask_zero,,
BJS5KCSowgU_37_037,test,vision_mask_zero,,
BLFUj7_uy_0_0_0,train,audio_nonfinite_2,,
BR2pkk3TK-0_0_0,test,audio_nonfinite_2,,
BRdw-_dbJXc_71_09,train,vision_mask_zero,,
BXqnWuDA3H4_0_0,train,audio_nonfinite_2,,
BXqnWuDA3H4_29_025,train,vision_mask_zero,,
BaX10vbFhuU_75_6,train,vision_mask_zero,,
BdqoZ5qpz0E_0_0,train,audio_nonfinite_1,,
BdqoZ5qpz0E_68_013,train,vision_mask_zero,,
Bg-PA5KTjNs_0_0,train,audio_nonfinite_2,,
BnWvk0YRgE4_0_0,train,audio_nonfinite_2,,
BseI8-TYWm8_0_0,train,audio_nonfinite_2,,
BuPhjBayua8_0_0,train,audio_nonfinite_2,,
C03473pYcRM_174_106,train,vision_mask_zero,,
C03473pYcRM_64_046,train,vision_mask_zero,,
C5-cY1nPQ20_23_3,test,vision_mask_zero,,
C5-cY1nPQ20_27_08,test,vision_mask_zero,,
CBYQDIqucxE_0_0,train,audio_nonfinite_2,,
CE9yV4SearE_101_87,train,vision_mask_zero,,
CIqRibqChDQ_0_0,train,audio_nonfinite_2,,
CJGuudyvA0Y_0_0,valid,audio_nonfinite_2,,
CK31s0kfp-k_127_043,train,vision_mask_zero,,
CK31s0kfp-k_5_03,train,vision_mask_zero,,
CLkTjujFVKU_0_0,train,audio_nonfinite_2,,
CO2YoTZbUr0_0_0,test,audio_nonfinite_2,,
CO2YoTZbUr0_28_887,test,audio_nonfinite_2,,
CO2YoTZbUr0_30_373,test,audio_nonfinite_2,,
CO2YoTZbUr0_37_407,test,audio_nonfinite_2,,
CO2YoTZbUr0_3_455,test,audio_nonfinite_4,,
CO2YoTZbUr0_5_839,test,audio_nonfinite_2,,
CPjbogfLHR4_23_019,valid,vision_mask_zero,,
CVx494kExvc_0_0,train,audio_nonfinite_2,,
CVx494kExvc_136_012,train,vision_mask_zero,,
CVx494kExvc_93_62,train,vision_mask_zero,,
CXojk-oSaEw_0_0,train,audio_nonfinite_2,,
CZVmxwrWv34_12_1,train,vision_mask_zero,,
CZigX1ntOsI_0_0,train,audio_nonfinite_2,,
CZigX1ntOsI_95_82,train,vision_mask_zero,,
CbQxC1iPyS8_0_0,train,audio_nonfinite_2,,
CqFt3_uka14_101_6,train,vision_mask_zero,,
CuF-UOcAFG8_91_26,train,vision_mask_zero,,
CuFLRnu4FQ8_23_019,train,vision_mask_zero,,
CvW0Mh1EWFA_110_48,train,vision_mask_zero,,
CvW0Mh1EWFA_31_2815,train,audio_nonfinite_4,,
CvW0Mh1EWFA_48_2125,train,audio_nonfinite_4,,
CwF97vXPYX4_44_7,test,vision_mask_zero,,
D5cQWqYcBAE_0_0,train,audio_nonfinite_2,,
DR65no1jCbg_0_0,test,audio_nonfinite_2,,
DatH-ra0VKY_154_71,train,vision_mask_zero,,
DatH-ra0VKY_46_008,train,vision_mask_zero,,
DbAppk7xT0Y_45_06,train,vision_mask_zero,,
DdUJojoFU_c_13_6,valid,vision_mask_zero,,
DdUJojoFU_c_156_156,valid,vision_mask_zero,,
DebbnL-_rnI_0_0,test,audio_nonfinite_2,,
DfTMoqwMHVE_0_0,train,audio_nonfinite_2,,
DpZGnuj-BA8_0_0,valid,audio_nonfinite_2,,
Drhrzj1yhVs_36_2,train,vision_mask_zero,,
E05bA058vts_29_005,train,vision_mask_zero,,
E8MuzHUhUHk_0_0,valid,audio_nonfinite_2,,
EEUGfVTyTQM_0_0,train,audio_nonfinite_2,,
EEjCkc82oyk_0_0,valid,audio_nonfinite_2,,
EJT25p7JahU_0_0,train,audio_nonfinite_2,,
EJT25p7JahU_84_02,train,vision_mask_zero,,
EO_5o9Gup6g_0_0,test,audio_nonfinite_2,,
EO_5o9Gup6g_104_61,test,vision_mask_zero,,
EO_5o9Gup6g_128_36,test,vision_mask_zero,,
EO_5o9Gup6g_207_51,test,vision_mask_zero,,
EO_5o9Gup6g_66_55,test,vision_mask_zero,,
EO_SN04Xef0_0_0,train,audio_nonfinite_2,,
ERnYvxojeu0_125_057,train,vision_mask_zero,,
E_ocLuUw-1I_0_0,train,audio_nonfinite_2,,
Ea_Huc2-lwo_0_0,train,audio_nonfinite_2,,
EmmuWoCUgXs_176_78,valid,vision_mask_zero,,
EpadyoYlAjQ_0_0,train,audio_nonfinite_2,,
Ezn3p5FWF_U_51_005,valid,vision_mask_zero,,
Ezn3p5FWF_U_58_13,valid,vision_mask_zero,,
F2M7WbPXRps_31_27,train,vision_mask_zero,,
F2M7WbPXRps_70_012,train,vision_mask_zero,,
F6JV-K840EY_0_0,valid,audio_nonfinite_2,,
F8KE2ZhoUe4_130_086,train,vision_mask_zero,,
F8KE2ZhoUe4_137_41,train,vision_mask_zero,,
FB_b1dm0SRY_104_075,valid,vision_mask_zero,,
FB_b1dm0SRY_141_121,valid,vision_mask_zero,,
FHlzZ2VxuGQ_0_0,train,audio_nonfinite_2,,
FNbULlE9RKg_0_0,train,audio_nonfinite_2,,
FOMXt3lStco_0_0,train,audio_nonfinite_2,,
FSGL5K2EEdo_0_0,train,audio_nonfinite_2,,
F_YaG_pvZrA_53_29,test,vision_mask_zero,,
FaHosBIr0xY_66_061,train,vision_mask_zero,,
FfavRdRKsAQ_49_33,train,vision_mask_zero,,
FmE9BtTmxnE_0_0,train,audio_nonfinite_2,,
Fmwc7wkIc4Q_0_0,train,audio_nonfinite_2,,
FqEekswKPWE_0_0,test,audio_nonfinite_2,,
FsmNLTdE2p0_0_0,train,audio_nonfinite_2,,
FvoZgWvc3gc_40_39,train,vision_mask_zero,,
G1Z_JUTgZqo_0_0,train,audio_nonfinite_2,,
G1Z_JUTgZqo_23_14,train,vision_mask_zero,,
G38DwNDQ8Cc_0_0,train,audio_nonfinite_2,,
G38DwNDQ8Cc_157_43,train,vision_mask_zero,,
G38DwNDQ8Cc_167_93,train,vision_mask_zero,,
G38DwNDQ8Cc_66_38,train,vision_mask_zero,,
G3RPgs_7l3U_11_006,train,vision_mask_zero,,
G4HMKRdIva0_0_0,train,audio_nonfinite_2,,
G4HMKRdIva0_153_073,train,vision_mask_zero,,
G4HMKRdIva0_174_047,train,vision_mask_zero,,
G8aL3bM39co_131_063,train,vision_mask_zero,,
GAVpYuhMZAw_119_45,test,vision_mask_zero,,
GCOFujDHDx0_132_43,train,vision_mask_zero,,
GMa0cIAltnw_0_0,test,audio_nonfinite_2,,
GMjQUrlMa50_58_4,train,vision_mask_zero,,
GMnoxaqqReQ_145_9,train,vision_mask_zero,,
GNP0PFas12Y_124_0,test,vision_mask_zero,,
GOj7TBcEA8E_128_33,train,vision_mask_zero,,
GOj7TBcEA8E_48_8,train,vision_mask_zero,,
GSnt_fW8qjI_0_0,train,audio_nonfinite_2,,
Gc_zIjqqUys_0_0,test,audio_nonfinite_2,,
Gg9ZcRlwnbc_136_9,train,vision_mask_zero,,
Gg9ZcRlwnbc_23_009,train,vision_mask_zero,,
Gg9ZcRlwnbc_97_45,train,vision_mask_zero,,
GjCUDqWSI6c_0_0,train,audio_nonfinite_2,,
GkoBk5K-FH0_154_82,train,vision_mask_zero,,
GkoBk5K-FH0_220_081,train,vision_mask_zero,,
Gljee9uq_Rc_167_023,train,vision_mask_zero,,
GmpDbIstUdc_87_073,test,vision_mask_zero,,
GpRDC-S88dM_125_088,train,vision_mask_zero,,
GtRxTvuF6J0_0_0,train,audio_nonfinite_2,,
HAid0IEUoFQ_39_013,train,vision_mask_zero,,
HByf7qiO-Kg_0_61995464853,train,audio_nonfinite_2,,
HLFaW4oVP9E_0_0,train,audio_nonfinite_2,,
HMRqR-P68Ws_0_0,test,audio_nonfinite_2,,
HMRqR-P68Ws_118_039,test,vision_mask_zero,,
HMRqR-P68Ws_33_006,test,vision_mask_zero,,
HOCsiS0pmf0_30_532,train,audio_nonfinite_2,,
HOCsiS0pmf0_40_649,train,audio_nonfinite_2,,
HOCsiS0pmf0_64_914,train,audio_nonfinite_2,,
HOCsiS0pmf0_8_682,train,audio_nonfinite_2,,
HUH9BXVmAig_0_0,train,audio_nonfinite_2,,
HWLpH3NMtFs_0_0,train,audio_nonfinite_2,,
HWLpH3NMtFs_60_035,train,vision_mask_zero,,
H_x5O9GdknI_0_0,test,audio_nonfinite_2,,
HhpziYYP2Vg_144_095,train,vision_mask_zero,,
HhpziYYP2Vg_47_044,train,vision_mask_zero,,
Hkt_kncJGVM_0_0,train,audio_nonfinite_2,,
Hq3cHc6X8BM_0_0,test,audio_nonfinite_2,,
I--8nRKCkJI_0_0,train,audio_nonfinite_2,,
I--8nRKCkJI_47_046,train,vision_mask_zero,,
I3SPlbTGuNc_107_109,train,vision_mask_zero,,
IAubgwEiCcY_63_059,train,vision_mask_zero,,
IB0lGIxP8YY_0_0,train,audio_nonfinite_2,,
IB0lGIxP8YY_77_066,train,vision_mask_zero,,
IHp8hd1jm6k_150_77,test,vision_mask_zero,,
IHp8hd1jm6k_158_073,test,vision_mask_zero,,
IHp8hd1jm6k_205_017,test,vision_mask_zero,,
IHp8hd1jm6k_97_99,test,vision_mask_zero,,
IM6HW1HwHhM_55_056,valid,vision_mask_zero,,
IOpWjKAHG8Q_2_751,test,audio_nonfinite_4,,
IOpWjKAHG8Q_36_32,test,vision_mask_zero,,
IOpWjKAHG8Q_46_008,test,vision_mask_zero,,
IRSxo_XXArg_0_0,test,audio_nonfinite_2,,
ITQTVfk9Iqo_0_0,train,audio_nonfinite_2,,
ITQTVfk9Iqo_106_091,train,vision_mask_zero,,
IW7IssCKgmI_34_308571428571,train,audio_nonfinite_4,,
Iemw8vqt-54_0_0,test,audio_nonfinite_2,,
Iemw8vqt-54_105_053,test,vision_mask_zero,,
IgenXuE4qIM_0_0,train,audio_nonfinite_2,,
It6xg0WcqJ0_0_0,train,audio_nonfinite_2,,
IwQWibE8EOM_0_0,train,audio_nonfinite_2,,
Iz_PDdyXr-8_0_0,train,audio_nonfinite_2,,
J3-NEG8uoiE_119_6,train,vision_mask_zero,,
J3-NEG8uoiE_194_04,train,vision_mask_zero,,
J3-NEG8uoiE_203_45,train,vision_mask_zero,,
J7UduuBfnrE_34_21,train,vision_mask_zero,,
J7UduuBfnrE_40_002,train,vision_mask_zero,,
JATMzuV6sUE_0_0124716553288,test,audio_nonfinite_2,,
JAbFsRxxnFo_0_0,train,audio_nonfinite_2,,
JAnRCQ9A0vI_0_0,valid,audio_nonfinite_2,,
JDgqyOkzXHw_0_0,train,audio_nonfinite_2,,
JF-5nlUNx_g_144_095,train,vision_mask_zero,,
JHJOK6cdW-0_0_0,test,audio_nonfinite_2,,
JOK1SSmPtFw_66_49,valid,vision_mask_zero,,
JOK1SSmPtFw_83_034,valid,vision_mask_zero,,
JVpF99zuQhA_0_0,valid,audio_nonfinite_2,,
JWG_MUy7EWQ_0_0,train,audio_nonfinite_2,,
JX-mwjSw0dk_0_0,train,audio_nonfinite_2,,
JY-krIuEUm4_0_0,train,audio_nonfinite_2,,
JYdfUNjyYxo_18_6390022676,train,audio_nonfinite_4,,
JYsAacFmXEo_75_54,train,vision_mask_zero,,
Ja7phs8EbWk_46_007,train,vision_mask_zero,,
JdFaSggG58c_14_006,train,vision_mask_zero,,
Jz1oMq6l-ZM_0_0,test,audio_nonfinite_2,,
Jz1oMq6l-ZM_134_057,test,vision_mask_zero,,
Jz1oMq6l-ZM_83_2935,test,audio_nonfinite_4,,
K1VeXZxR24U_71_02,train,vision_mask_zero,,
K5cGfs3i-tk_146_33,train,vision_mask_zero,,
K5cGfs3i-tk_53_33,train,vision_mask_zero,,
K7KEtrgBkz4_86_086,train,vision_mask_zero,,
K8gp7ncdUl8_80_399,valid,audio_nonfinite_2,,
K9-KyChw8RM_0_0,train,audio_nonfinite_2,,
K9faaGel838_0_0,train,audio_nonfinite_2,,
KB5hSnV1emg_0_0,test,audio_nonfinite_2,,
KD0w4BrNXQg_0_0,train,audio_nonfinite_2,,
KDjl2exStlI_29_416,valid,audio_nonfinite_2,,
KDjl2exStlI_74_592,valid,audio_nonfinite_2,,
KEUVzxC7T3E_46_017,train,vision_mask_zero,,
KI2sU-mhM44_0_0,train,audio_nonfinite_2,,
KI2sU-mhM44_143_106,train,vision_mask_zero,,
KR4MpF0YtgE_0_0,train,audio_nonfinite_2,,
KUVGWCTT5DU_49_11,train,vision_mask_zero,,
K_5u2Wh_wGk_0_0124716553288,train,audio_nonfinite_2,,
K_K3wpxkRc8_0_0,train,audio_nonfinite_2,,
KanWhGY33Hk_70_012,test,vision_mask_zero,,
Kep_mLLXsqk_0_0,train,audio_nonfinite_2,,
KgXuILFtgJQ_62_41,train,vision_mask_zero,,
Kmtib-wZ0jM_0_0,train,audio_nonfinite_2,,
KpMCvUyQCXg_0_0,valid,audio_nonfinite_2,,
Kpe5fISxRTg_67_16,train,vision_mask_zero,,
KqFarHUGjSc_0_0,valid,audio_nonfinite_2,,
KrmVX-HANew_27_01,test,vision_mask_zero,,
Kyz32PTyP4I_65_06,test,vision_mask_zero,,
L0WUuWYNeCo_0_0,train,audio_nonfinite_2,,
L0WUuWYNeCo_126_51,train,vision_mask_zero,,
L0WUuWYNeCo_150_79,train,vision_mask_zero,,
L0WUuWYNeCo_170_026,train,vision_mask_zero,,
L0WUuWYNeCo_173_0045,train,vision_mask_zero,,
L1eFHRQGFeg_0_0,valid,audio_nonfinite_2,,
L2uC4_Co9uw_0_0,train,audio_nonfinite_2,,
L382XZ6iZmM_33_0362811791,train,audio_nonfinite_2,,
L8VjQM9HQfs_0_0,train,audio_nonfinite_1,,
LL02UFLfQKo_61_023,train,vision_mask_zero,,
LUf9vbe0TcQ_62_11,train,vision_mask_zero,,
LcfubBagG6Q_14_15,test,vision_mask_zero,,
LcfubBagG6Q_36_19,test,vision_mask_zero,,
LcfubBagG6Q_45_06,test,vision_mask_zero,,
LityRNuQihc_18_01,train,vision_mask_zero,,
LpTbjgELALo_5_04,test,vision_mask_zero,,
LpbSYaPRTqI_0_0124716553288,train,audio_nonfinite_2,,
LppEvM60-xo_64_046,train,vision_mask_zero,,
LtlL-03S79Q_38_011,test,vision_mask_zero,,
LtlL-03S79Q_58_029,test,vision_mask_zero,,
LyOq9mOEPuk_68_007,test,vision_mask_zero,,
M6HKUzJNlsE_0_0,test,audio_nonfinite_2,,
MCRCXXPqFOI_100_054,train,vision_mask_zero,,
MHyW857u_X8_111_009,test,vision_mask_zero,,
MHyW857u_X8_123_062,test,vision_mask_zero,,
MKShLlJ7X7g_5_05,train,vision_mask_zero,,
MMpo2bDk-DU_105_033,valid,vision_mask_zero,,
