sample_id,split,is_valid,audio_frames,vision_frames,audio_active_mean,vision_active_mean
266791_81_157,valid,True,100,23,1.440964698791504,116.48729705810547
266791_86_6905,valid,True,100,50,1.5057135820388794,116.24208068847656
266791_91_414,valid,True,100,50,1.4270011186599731,114.12728118896484
266852_110_889,train,True,100,50,2.2691025733947754,130.00540161132812
266852_115_08,train,False,,,,
266852_135_465,train,True,100,50,1.828442931175232,131.64544677734375
266852_13_262,train,True,100,50,1.6766417026519775,132.91213989257812
266852_143_8955,train,True,100,50,1.9908885955810547,135.18014526367188
266852_147_386,train,True,100,50,2.2168190479278564,130.1791534423828
266852_15_886,train,True,100,50,1.8063820600509644,130.78147888183594
266852_164_5885,train,True,100,50,1.9364471435546875,133.85980224609375
266852_177_418,train,True,100,50,2.259340763092041,130.42465209960938
266852_17_0885,train,True,100,50,2.123422384262085,130.83303833007812
266852_180_8665,train,True,100,50,2.3627865314483643,134.66348266601562
266852_191_676,train,True,100,50,2.3407936096191406,129.7500762939453
266852_1_827,train,True,100,50,1.8346900939941406,130.7312774658203
266852_20_207,train,True,100,50,1.8064706325531006,133.91160583496094
266852_211_018,train,False,,,,
266852_216_451,train,True,100,50,1.9245679378509521,131.8944091796875
266852_221_374,train,True,100,46,2.3971009254455566,130.8685302734375
266852_27_126,train,True,100,29,2.184541702270508,136.09768676757812
266852_31_4015,train,True,100,50,2.009094715118408,134.63072204589844
266852_3_1905,train,True,100,50,1.817198634147644,131.7917022705078
266852_43_658,train,True,100,50,2.2452521324157715,130.97708129882812
266852_52_2985,train,True,100,50,1.8684808015823364,133.19744873046875
266852_59_612,train,True,100,50,1.9762500524520874,131.46310424804688
266852_70_332,train,True,100,50,1.8990366458892822,131.16961669921875
266852_76_95750000000001,train,True,100,50,2.265890598297119,135.52073669433594
266852_7_834,train,True,100,50,1.9697602987289429,130.79510498046875
266852_89_7485,train,True,100,50,2.0273752212524414,134.46990966796875
266852_93_559,train,True,100,50,2.2363781929016113,131.98097229003906
266938_0_0,train,True,100,1,3.2028110027313232,115.93669891357422
266938_101_6315,train,True,100,50,4.143476486206055,141.3378448486328
266938_102_849,train,True,100,50,3.7269046306610107,143.8396453857422
266938_109_888,train,True,100,50,4.100543022155762,143.90609741210938
266938_111_719,train,True,100,50,3.7019479274749756,142.1571044921875
266938_118_882,train,True,100,50,3.5582265853881836,144.1910400390625
266938_11_9005,train,True,100,50,4.079687595367432,140.66490173339844
266938_122_0605,train,True,100,50,3.9127883911132812,142.37783813476562
266938_127_692,train,True,100,50,4.1795878410339355,142.29786682128906
266938_140_2885,train,True,100,50,4.238117694854736,142.15191650390625
266938_145_966,train,True,100,50,3.443443775177002,143.93585205078125
266938_149_612,train,True,100,50,3.364149570465088,142.3762664794922
266938_151_12900000000002,train,True,100,50,3.8888139724731445,141.68716430664062
266938_151_768,train,True,100,50,4.1829915046691895,143.46560668945312
266938_152_04649999999998,train,True,100,50,4.1829915046691895,141.68716430664062
266938_157_265,train,True,100,32,4.113236904144287,143.0909423828125
266938_15_343,train,True,100,50,3.2743637561798096,137.03067016601562
266938_160_24349999999998,train,True,100,50,3.3564188480377197,141.80096435546875
266938_165_8255,train,True,100,50,3.942469358444214,141.17236328125
266938_167_801,train,True,100,50,3.675062894821167,143.8678741455078
266938_177_259,train,True,100,24,3.8577284812927246,143.28683471679688
266938_180_163,train,False,,,,
266938_181_7,train,False,,,,
266938_184_3785,train,True,100,50,3.2058968544006348,141.40872192382812
266938_187_676,train,True,100,50,3.4709441661834717,142.39901733398438
266938_189_512,train,True,100,50,3.7004199028015137,143.52703857421875
266938_18_629,train,True,100,50,3.7880399227142334,139.1743621826172
266938_193_6075,train,True,100,50,3.550170660018921,141.48788452148438
266938_200_786,train,True,100,50,3.121854305267334,143.8421173095703
266938_203_44,train,False,,,,
266938_209_387,train,True,100,50,3.557443857192993,144.75634765625
266938_209_8105,train,True,100,50,3.557443857192993,141.105712890625
266938_218_057,train,False,,,,
266938_222_1775,train,True,100,50,3.7204439640045166,144.77125549316406
266938_223_1655,train,True,100,50,3.8165459632873535,144.3818817138672
266938_25_8635,train,True,100,50,4.334692478179932,140.50503540039062
266938_26_622,train,True,100,50,4.334692478179932,139.30825805664062
266938_33_611000000000004,train,True,100,50,3.8747994899749756,140.14947509765625
266938_3_724,train,True,100,50,3.9161856174468994,139.30795288085938
266938_40_4455,train,True,100,50,3.9832711219787598,141.2427215576172
266938_42_845,train,True,100,50,3.6954007148742676,142.22752380371094
266938_50_039,train,False,,,,
266938_55_307,train,True,100,50,3.7331128120422363,139.72714233398438
266938_60_615,train,True,100,50,3.7189130783081055,140.66464233398438
266938_62_6305,train,True,100,50,4.414966583251953,140.69769287109375
266938_64_536,train,True,100,50,3.929875373840332,141.24203491210938
266938_68_946,train,True,100,50,3.751878261566162,143.065673828125
266938_71_4,train,False,,,,
266938_74_4785,train,True,100,50,4.6618804931640625,141.52183532714844
266938_76_35900000000001,train,True,100,50,4.3372626304626465,140.73306274414062
266938_7_895,train,True,100,50,3.853144645690918,141.55934143066406
266938_81_223,train,True,100,42,3.9763810634613037,138.38450622558594
266938_83_661,train,True,100,50,3.5304577350616455,141.23666381835938
266938_84_92949999999999,train,True,100,50,3.8336710929870605,141.0072479248047
266938_87_21449999999999,train,True,100,50,4.716274261474609,140.9977264404297
267252_0_141,train,True,100,43,1.2926949262619019,136.06837463378906
267252_104_485,train,True,100,50,1.1746879816055298,135.26080322265625
267252_105_4725,train,True,100,50,1.3473927974700928,140.84254455566406
267252_10_788,train,True,100,50,1.2533358335494995,137.5605926513672
267252_15_737,train,True,100,50,1.277620792388916,137.27450561523438
267252_21_103,train,True,100,24,1.305381417274475,136.30853271484375
267252_24_6615,train,True,100,50,1.2372252941131592,141.38490295410156
267252_2_412,train,True,100,50,1.248016357421875,135.34561157226562
267252_34_4545,train,True,100,50,1.1731200218200684,140.9698486328125
267252_48_123,train,True,100,22,1.2106901407241821,136.9801025390625
267252_58_688,train,True,100,50,1.3514959812164307,136.96168518066406
267252_67_8085,train,True,100,50,1.1731423139572144,141.8877716064453
267252_71_2755,train,True,100,50,1.3010607957839966,139.65310668945312
267252_74_638,train,True,100,50,1.2361937761306763,136.3623809814453
267252_78_952,train,True,100,50,1.4068262577056885,138.27183532714844
267252_7_231,train,True,100,50,1.2172318696975708,135.4341583251953
267252_85_35849999999999,train,True,100,50,1.1950052976608276,142.87490844726562
267252_87_364,train,True,100,50,1.0818798542022705,135.08267211914062
267252_94_2335,train,True,100,50,1.4319077730178833,139.17633056640625
267255_0_62,train,True,100,19,1.562882423400879,142.49136352539062
267255_111_807,train,True,100,50,1.420330286026001,142.3595733642578
267255_115_64,train,False,,,,
267255_119_5105,train,True,100,50,1.5054913759231567,144.551513671875
267255_11_586,train,True,100,50,1.537642478942871,141.05072021484375
267255_122_473,train,True,100,50,1.4649399518966675,142.09205627441406
267255_15_975,train,True,100,50,1.3138185739517212,142.0878143310547
267255_18_4505,train,True,100,50,1.2047250270843506,144.3619384765625
267255_27_239,train,True,100,50,1.5886166095733643,138.37831115722656
267255_33_317,train,True,100,50,1.4173144102096558,140.79115295410156
267255_3_0455,train,True,100,50,1.5271601676940918,141.71749877929688
267255_63_3785,train,True,100,50,1.281200885772705,144.29917907714844
267255_72_388,train,True,100,50,1.4984525442123413,142.01287841796875
267255_76_04,train,False,,,,
267255_81_652,train,True,100,50,1.3415707349777222,141.55177307128906
267255_86_346,train,True,100,50,1.4302185773849487,141.54200744628906
267255_91_704,train,True,100,50,1.6316683292388916,142.3314666748047
267255_94_837,train,True,100,50,1.4733145236968994,142.2692413330078
267255_98_1845,train,True,100,50,1.4625260829925537,146.2917938232422
267255_9_94,train,True,100,26,1.4318147897720337,141.66949462890625
267278_0_43,train,True,100,13,2.308485984802246,162.0715789794922
267278_105_043,train,False,,,,
267278_113_0355,train,True,100,50,2.5105538368225098,162.14511108398438
267278_115_939,train,True,100,50,2.449669122695923,163.21141052246094
267278_119_1415,train,True,100,50,1.9956169128417969,162.119384765625
267278_11_207,train,True,100,50,2.058574914932251,164.6482696533203
267278_129_388,train,True,100,50,1.908839464187622,161.5239715576172
267278_134_556,train,True,100,50,2.547431707382202,161.32431030273438
267278_141_88,train,False,,,,
267278_16_266,train,True,100,50,2.1535420417785645,163.5246124267578
267278_21_742,train,True,100,50,1.9006141424179077,163.6647186279297
267278_23_7785,train,True,100,50,2.451779365539551,164.0684356689453
267278_26_153,train,True,100,38,2.145453929901123,165.38699340820312
267278_30_2585,train,True,100,50,2.4010443687438965,162.95567321777344
267278_43_673,train,True,100,50,2.1007297039031982,163.78335571289062
267278_50_177,train,True,100,39,2.115614891052246,165.5369873046875
267278_59_5025,train,True,100,50,2.173032522201538,163.53343200683594
267278_66_31700000000001,train,True,100,50,2.4727423191070557,163.9112548828125
267278_67_3295,train,True,100,50,2.2720448970794678,163.13575744628906
267278_6_5575,train,True,100,50,2.153262138366699,163.16287231445312
267278_71_425,train,True,100,50,2.168240785598755,162.19163513183594
267278_79_5915,train,True,100,50,2.148902177810669,163.81753540039062
267278_83_01400000000001,train,True,100,50,2.265772819519043,163.4546661376953
267278_91_254,train,True,100,49,2.2093100547790527,163.453125
267466_0_0,test,True,100,1,0.9294225573539734,112.9472885131836
267466_101_1025,test,True,100,50,1.8502901792526245,147.99713134765625
267466_103_876,test,True,100,50,1.9490094184875488,147.79202270507812
267466_110_791,test,True,100,50,1.9149432182312012,147.58250427246094
267466_113_4745,test,True,100,50,1.9947726726531982,145.1953125
267466_127_667,test,True,100,50,2.1944782733917236,147.64910888671875
267466_12_115,test,True,100,31,1.8225390911102295,143.29220581054688
267466_132_751,test,True,100,50,1.6749114990234375,147.33441162109375
267466_137_8845,test,True,100,50,2.138859510421753,145.5137939453125
267466_141_571,test,True,100,50,1.8782814741134644,148.4102325439453
267466_146_784,test,True,100,50,1.8326420783996582,147.25648498535156
267466_149_862,test,True,100,50,1.6601179838180542,147.32423400878906
267466_151_3785,test,True,100,50,1.9876034259796143,147.1358184814453
267466_157_834,test,True,100,50,1.6369680166244507,147.11546325683594
267466_167_471,test,True,100,50,1.8034720420837402,150.0691375732422
267466_16_075,test,True,100,18,1.9956941604614258,137.33401489257812
267466_173_49849999999998,test,True,100,50,2.006840467453003,143.1786346435547
267466_178_637,test,True,100,50,1.86528480052948,147.12899780273438
267466_182_747,test,True,100,50,1.7024433612823486,146.689697265625
267466_188_423,test,True,100,50,2.2414112091064453,150.36351013183594
267466_191_338,test,True,100,44,1.857856035232544,151.010009765625
267466_197_209,test,True,100,3,1.978359580039978,151.7716064453125
267466_203_6145,test,True,100,50,1.9890588521957397,145.02239990234375
267466_207_829,test,True,100,50,1.7913964986801147,146.5087127685547
267466_211_422,test,True,100,50,2.0399560928344727,150.1649627685547
267466_215_1435,test,True,100,50,1.9085643291473389,147.7600555419922
267466_221_878,test,True,100,50,1.8557336330413818,146.55459594726562
267466_223_5195,test,True,100,50,1.9463305473327637,144.75616455078125
267466_225_47,test,False,,,,
267466_226_977,test,True,100,50,1.8066210746765137,146.90782165527344
267466_22_372,test,True,100,50,1.5800963640213013,149.8305206298828
267466_24_2225,test,True,100,50,1.7658472061157227,147.34422302246094
267466_28_7175,test,True,100,50,1.9089120626449585,145.46588134765625
267466_29_865,test,True,100,50,1.8783947229385376,147.38291931152344
267466_31_89,test,True,100,17,2.027439832687378,142.8970184326172
267466_38_934,test,True,100,50,2.0581579208374023,147.5123291015625
267466_41_588,test,True,100,50,2.2254133224487305,148.4740753173828
267466_52_612,test,True,100,50,2.1600780487060547,148.46343994140625
267466_65_1545,test,True,100,50,1.8256725072860718,148.1661834716797
267466_71_849,test,True,100,50,1.6325236558914185,147.8166961669922
267466_75_69,test,False,,,,
267466_76_708,test,True,100,50,1.7494267225265503,148.0423583984375
267466_7_0415,test,True,100,50,2.1092491149902344,148.81231689453125
267466_80_07050000000001,test,True,100,50,1.7985613346099854,144.4608154296875
267466_95_5955,test,True,100,50,1.8513047695159912,145.75291442871094
267466_9_3415,test,True,100,50,1.9272195100784302,146.93019104003906
267694_0_0,test,False,,,,
267694_101_252,test,True,100,45,1.4629838466644287,142.9276580810547
267694_105_154,test,True,100,15,1.4273806810379028,144.38262939453125
267694_112_3725,test,True,100,50,1.3904932737350464,144.73680114746094
267694_18_36,test,True,100,5,1.7640329599380493,129.52879333496094
267694_24_018,test,False,,,,
267694_26_4175,test,True,100,50,1.1982897520065308,144.7447967529297
267694_2_247,test,True,100,50,1.2611138820648193,139.3480987548828
267694_34_354,test,True,100,50,1.441733479499817,141.80853271484375
267694_36_379,test,True,100,50,1.510571002960205,141.9165496826172
267694_55_4015,test,True,100,50,1.378490924835205,145.07342529296875
267694_5_475,test,True,100,50,1.0404036045074463,140.800537109375
267694_67_129,test,True,100,18,1.366809368133545,142.84280395507812
267694_74_572,test,True,100,50,1.1764496564865112,141.59230041503906
267694_77_262,test,True,100,50,1.2764339447021484,142.63699340820312
267694_79_227,test,True,100,45,1.3654037714004517,143.04161071777344
267694_7_4805,test,True,100,50,1.4372469186782837,145.03347778320312
267694_93_539,test,True,100,50,1.4042739868164062,141.67115783691406
267694_97_601,test,True,100,50,1.252679467201233,141.596923828125
267694_98_868,test,True,100,50,1.3118271827697754,140.76966857910156
267799_0_0,train,False,,,,
267799_100_5045,train,True,100,50,1.900046467781067,170.28126525878906
267799_104_3505,train,True,100,50,2.0050222873687744,169.935791015625
267799_108_984,train,True,100,50,2.0253357887268066,166.38902282714844
267799_13_5965,train,True,100,50,2.0398263931274414,169.33447265625
267799_31_4215,train,True,100,50,1.92557954788208,169.55429077148438
267799_37_0435,train,True,100,50,2.1097142696380615,164.6399383544922
267799_3_5295,train,True,100,50,1.9898637533187866,170.20654296875
267799_43_504,train,True,100,50,1.9082680940628052,165.408935546875
267799_46_1625,train,True,100,50,2.0965933799743652,167.05335998535156
267799_49_8545,train,True,100,50,1.9547967910766602,170.1622314453125
267799_57_951,train,True,100,50,1.9470964670181274,166.12574768066406
267799_5_3655,train,True,100,50,2.2763302326202393,170.0340118408203
267799_76_5135,train,True,100,50,2.0076658725738525,170.2991485595703
267799_7_9445,train,True,100,50,1.820159673690796,169.6000518798828
267799_82_49000000000001,train,True,100,50,1.7264872789382935,167.72552490234375
267799_86_5555,train,True,100,50,1.9289854764938354,170.06211853027344
267799_91_304,train,True,100,50,1.7600739002227783,164.35336303710938
267799_95_285,train,True,100,50,2.163257360458374,163.998046875
267799_98_678,train,True,100,50,1.9792723655700684,164.67652893066406
268836_0_0,train,True,100,1,1.352844476699829,118.94619750976562
268836_107_6825,train,True,100,50,1.277307152748108,160.96896362304688
268836_109_9725,train,True,100,50,1.1320602893829346,160.5389862060547
268836_113_0405,train,True,100,50,1.1171848773956299,145.88563537597656
268836_114_3925,train,True,100,50,1.4295676946640015,155.50180053710938
268836_120_986,train,True,100,50,1.0365068912506104,140.69161987304688
268836_123_272,train,True,100,45,1.3062347173690796,143.70252990722656
268836_123_861,train,True,100,50,1.3062347173690796,142.02822875976562
268836_126_0805,train,True,100,50,1.3902393579483032,142.7801055908203
268836_127_612,train,True,100,50,1.0129506587982178,144.00955200195312
268836_129_713,train,True,100,50,1.224389910697937,143.7211151123047
268836_131_833,train,True,100,50,1.0282787084579468,142.2611846923828
268836_135_345,train,True,100,50,1.3638917207717896,146.306884765625
268836_137_7745,train,True,100,50,1.2008943557739258,161.42002868652344
268836_140_2935,train,True,100,50,1.335981011390686,152.28726196289062
268836_14_0805,train,True,100,50,0.92231285572052,141.10569763183594
268836_152_65550000000002,train,True,100,50,1.0843985080718994,158.25540161132812
268836_154_422,train,True,100,50,1.0208725929260254,145.1029052734375
268836_158_233,train,True,100,22,1.0442477464675903,140.6026611328125
268836_161_04649999999998,train,True,100,50,1.431710958480835,158.06968688964844
268836_19_448,train,True,100,50,0.8124342560768127,142.1657257080078
268836_26_142,train,True,100,35,1.488305687904358,137.46194458007812
268836_31_581,train,True,100,50,1.1023117303848267,142.55752563476562
268836_33_8555,train,True,100,50,1.0582847595214844,160.24258422851562
268836_34_045,train,True,100,3,1.0582847595214844,122.74188995361328
268836_36_51,train,True,100,5,0.9567241668701172,123.40874481201172
268836_37_3875,train,True,100,50,1.381625771522522,154.89071655273438
268836_38_959,train,True,100,50,0.9439504742622375,140.2886962890625
268836_39_762,train,True,100,50,0.9439504742622375,142.27659606933594
268836_40_81,train,True,100,13,1.0413156747817993,129.57052612304688
268836_42_985,train,True,100,50,0.888555109500885,140.1843719482422
268836_44_4415,train,True,100,50,1.0020698308944702,156.38833618164062
268836_55_167,train,True,100,34,1.1683467626571655,143.29209899902344
268836_58_6745,train,True,100,50,1.087073802947998,161.36854553222656
268836_66_61099999999999,train,True,100,50,1.258986473083496,157.48013305664062
268836_72_458,train,True,100,50,1.17525315284729,144.80941772460938
268836_74_812,train,True,100,50,1.0224965810775757,142.6350860595703
268836_91_3745,train,True,100,50,1.1043773889541626,154.43081665039062
268836_98_1795,train,True,100,50,1.1901313066482544,147.43016052246094
268836_9_62,train,True,100,16,1.246480941772461,121.5781478881836
26WrTHLJJIU_0_0,train,False,,,,
26WrTHLJJIU_18_958,train,True,100,50,1.48078453540802,223.99742126464844
270254_0_0,valid,True,100,1,1.8981785774230957,151.33627319335938
270254_101_123,valid,True,100,6,1.468894362449646,146.2654266357422
270254_115_929,valid,True,100,50,1.9215376377105713,150.7296142578125
270254_11_0225,valid,True,100,50,1.9043372869491577,147.3726348876953
270254_121_505,valid,True,100,50,1.835494041442871,148.54165649414062
270254_123_961,valid,True,100,50,1.990846872329712,150.69639587402344
270254_12_424,valid,True,100,50,1.821385383605957,148.17991638183594
270254_19_8725,valid,True,100,50,1.3690141439437866,155.65704345703125
270254_23_903,valid,True,100,50,1.414935827255249,150.41822814941406
270254_30_538,valid,True,100,50,1.966688632965088,148.843505859375
270254_32_6435,valid,True,100,50,1.81782865524292,152.72457885742188
270254_38_954,valid,True,100,50,1.5743316411972046,150.52777099609375
270254_45_4795,valid,True,100,50,1.6077523231506348,151.96006774902344
270254_4_383,valid,True,100,50,1.6465455293655396,148.13311767578125
270254_58_609,valid,True,100,50,1.6422568559646606,150.16514587402344
270254_61_701,valid,True,100,50,1.9506175518035889,150.8724365234375
270254_65_1095,valid,True,100,50,1.906546711921692,151.18783569335938
270254_66_267,valid,True,100,50,2.0446674823760986,146.77078247070312
270254_70_5025,valid,True,100,50,1.777726411819458,152.7830810546875
270254_79_312,valid,True,100,50,1.3643261194229126,147.06988525390625
270254_82_575,valid,True,100,50,1.701216697692871,149.5489044189453
270254_90_366,valid,True,100,50,2.02730393409729,147.69393920898438
270254_92_351,valid,True,100,50,1.7293763160705566,147.6129150390625
270254_97_49,valid,False,,,,
270254_99_196,valid,True,100,29,1.8284162282943726,147.572265625
270254_9_799,valid,True,100,50,2.0308802127838135,150.41831970214844
270416_0_69,train,True,100,21,1.9858839511871338,125.0301513671875
270416_11_342,train,True,100,50,1.6809982061386108,123.30044555664062
270416_15_4525,train,True,100,50,1.7188975811004639,116.41837310791016
270416_19_407,train,True,100,50,1.6610757112503052,123.08224487304688
270416_23_2295,train,True,100,50,1.8592243194580078,119.5259017944336
270416_24_068,train,True,100,13,1.8736860752105713,124.90457153320312
270416_2_9405,train,True,100,50,1.8634364604949951,116.58767700195312
270416_40_56,train,True,100,5,1.7204465866088867,124.92708587646484
270416_42_3115,train,True,100,50,1.7035772800445557,118.05099487304688
270416_49_3205,train,True,100,50,2.057725191116333,117.78861236572266
270416_55_685,train,True,100,50,2.097658157348633,121.48790740966797
270416_63_7975,train,True,100,50,1.6782276630401611,116.38656616210938
270416_66_461,train,True,100,50,1.530186653137207,122.6357650756836
270416_8_398,train,True,100,50,1.6727097034454346,123.21092224121094
270444_0_55,train,True,100,17,2.169281244277954,-5207.74853515625
270444_23_908,train,True,100,50,1.8191198110580444,-6.228918075561523
270444_27_379,train,True,100,50,1.7827824354171753,-20.806655883789062
270444_32_394000000000005,train,True,100,50,2.053463935852051,-5.757086277008057
270444_43_054,train,True,100,4,1.860137701034546,65.71661376953125
270444_47_5145,train,True,100,50,1.8346997499465942,162.94891357421875
270444_51_865,train,True,100,50,1.6719776391983032,158.7262420654297
270444_67_4695,train,True,100,50,1.8516817092895508,163.85983276367188
270444_8_562,train,True,100,50,2.1616952419281006,-341.0235290527344
270449_0_74,train,True,100,23,1.906981110572815,120.52852630615234
270449_12_2945,train,True,100,50,1.7982803583145142,131.6935577392578
270449_16_979,train,True,100,50,1.5904083251953125,128.96902465820312
270449_22_72,train,True,100,15,1.7933783531188965,123.58303833007812
270449_30_204,train,True,100,50,1.8857473134994507,123.5170669555664
270449_42_601,train,True,100,50,1.8239589929580688,124.37931060791016
270449_4_348,train,True,100,50,1.5998797416687012,120.52764129638672
270449_53_371,train,True,100,50,1.6936906576156616,121.47206115722656
270449_57_931,train,True,100,50,1.5078067779541016,129.05657958984375
270449_61_861,train,True,100,50,1.7355749607086182,127.71021270751953
270449_6_308,train,True,100,50,1.7141954898834229,120.13318634033203
270449_9_122,train,True,100,34,1.7614107131958008,124.60662078857422
270628_0_0,train,False,,,,
270628_101_5215,train,True,100,50,2.2019705772399902,142.99989318847656
270628_103_777,train,True,100,50,2.1192636489868164,142.14889526367188
270628_116_278,train,True,100,49,1.8893218040466309,140.46743774414062
270628_119_1865,train,True,100,50,1.9480869770050049,142.48350524902344
270628_121_1075,train,True,100,50,2.1807363033294678,142.33612060546875
270628_126_2755,train,True,100,50,1.8725762367248535,142.27804565429688
270628_135_34,train,False,,,,
270628_137_47,train,False,,,,
270628_146_139,train,False,,,,
270628_149_403,train,True,100,50,2.029736280441284,141.7819061279297
270628_151_3035,train,True,100,50,1.805949330329895,142.37661743164062
270628_159_1705,train,True,100,50,2.146775722503662,142.90921020507812
270628_15_3425,train,True,100,50,2.1416103839874268,141.5133056640625
270628_165_985,train,True,100,50,1.7437254190444946,142.8325653076172
270628_171_952,train,True,100,50,1.766119360923767,142.92391967773438
270628_177_26999999999998,train,True,100,50,2.04495906829834,145.2007293701172
270628_189_2725,train,True,100,50,1.8255928754806519,142.7474365234375
270628_197_843,train,True,100,50,1.9004497528076172,143.11016845703125
270628_209_222,train,True,100,4,2.039013147354126,143.44808959960938
270628_210_734,train,True,100,50,1.9110645055770874,143.34182739257812
270628_218_875,train,True,100,50,2.0808706283569336,143.15794372558594
270628_221_0105,train,False,,,,
270628_223_9485,train,True,100,50,2.1154842376708984,144.2849578857422
270628_22_829,train,True,100,50,2.2522313594818115,138.90939331054688
270628_34_644,train,True,100,50,1.8209563493728638,138.27520751953125
270628_36_3245,train,True,100,50,1.9547350406646729,141.4356231689453
270628_44_681,train,True,100,50,1.7904890775680542,139.0360870361328
270628_53_9745,train,True,100,50,1.9807782173156738,143.8221893310547
270628_63_094,train,True,100,10,2.2820022106170654,113.2330093383789
270628_67_349,train,True,100,50,1.8375730514526367,136.73086547851562
270628_82_683,train,True,100,50,2.0542094707489014,140.8236541748047
270628_88_362,train,True,100,50,1.929975986480713,138.75979614257812
270628_94_1085,train,True,100,50,1.9033229351043701,141.7855224609375
270628_9_406,train,True,100,50,2.1875641345977783,133.56019592285156
270665_0_56,train,True,100,17,2.1820454597473145,153.69808959960938
270665_104_565,train,True,100,50,2.091290235519409,151.10987854003906
270665_106_65,train,False,,,,
270665_108_3215,train,True,100,50,2.0153701305389404,147.22531127929688
270665_120_2345,train,True,100,50,2.038259983062744,147.5619659423828
270665_123_582,train,True,100,50,1.8484750986099243,151.57211303710938
270665_125_3125,train,True,100,50,1.8222754001617432,147.22634887695312
270665_127_1335,train,True,100,50,1.993017315864563,148.66867065429688
270665_139_1865,train,True,100,50,1.900317907333374,148.07984924316406
270665_142_57850000000002,train,True,100,50,2.032383918762207,150.54119873046875
270665_145_6365,train,True,100,50,2.05668306350708,148.90328979492188
270665_147_298,train,True,100,45,1.9726077318191528,156.23951721191406
270665_149_1985,train,True,100,50,1.8772283792495728,147.8585968017578
270665_154_5165,train,True,100,50,1.9316470623016357,148.74603271484375
270665_158_812,train,True,100,50,2.091343879699707,150.76651000976562
270665_165_5715,train,True,100,50,2.230343818664551,148.3690948486328
270665_166_564,train,True,100,50,2.062946319580078,152.19326782226562
270665_168_25,train,False,,,,
270665_170_485,train,True,100,50,2.06899356842041,153.21749877929688
270665_180_4475,train,True,100,50,1.6992892026901245,147.73794555664062
270665_189_3375,train,True,100,50,2.1112403869628906,147.54075622558594
270665_195_0395,train,True,100,50,1.914741039276123,154.5955047607422
270665_199_7885,train,True,100,50,2.0028696060180664,149.5994110107422
270665_26_687,train,True,100,50,2.089925765991211,149.4693145751953
270665_33_6315,train,True,100,50,1.9319429397583008,148.88772583007812
270665_36_699,train,True,100,50,1.8811359405517578,149.35812377929688
270665_43_813,train,True,100,50,1.9321280717849731,149.0505828857422
270665_47_5045,train,True,100,50,2.054330825805664,148.3524932861328
270665_55_8705,train,True,100,50,2.018293619155884,149.3853302001953
270665_62_0865,train,True,100,50,1.8961765766143799,148.87696838378906
270665_66_31649999999999,train,True,100,50,1.731400966644287,150.33534240722656
270665_68_307,train,True,100,50,1.9324893951416016,150.3397674560547
270665_77_586,train,True,100,50,2.108018398284912,150.1899871826172
270665_8_3335,train,True,100,50,2.1123623847961426,147.84268188476562
270956_0_63,train,True,100,19,3.072665214538574,126.18656158447266
270956_11_561,train,True,100,50,3.394050359725952,127.21273803710938
270956_1_549,train,True,100,50,3.9957985877990723,127.15011596679688
270956_21_164,train,True,100,43,2.661287307739258,127.7460708618164
270956_25_599,train,True,100,50,3.1056809425354004,126.9990005493164
270956_3_475,train,True,100,50,2.993556499481201,126.77472686767578
270956_44_596,train,True,100,50,3.6943132877349854,127.09876251220703
270956_47_9535,train,True,100,50,3.498190402984619,127.32091522216797
270956_51_411,train,True,100,50,3.1060338020324707,127.106689453125
270956_57_072,train,True,100,4,3.0023348331451416,126.22762298583984
270956_5_8195,train,True,100,50,2.9639759063720703,127.45858001708984
270956_60_52,train,False,,,,
270956_67_973,train,True,100,50,2.917933940887451,126.25282287597656
270956_77_605,train,True,100,50,3.2341742515563965,126.94945526123047
270956_91_804,train,True,100,50,2.8050529956817627,127.3578109741211
270956_95_3605,train,True,100,50,3.0396292209625244,127.22869873046875
270956_98_1145,train,True,100,50,3.380323886871338,125.86962127685547
270956_99_287,train,True,100,50,2.981674909591675,128.972412109375
271366_0_311,train,True,100,50,2.1399083137512207,161.74456787109375
271366_103_373,train,True,100,50,2.3308582305908203,164.37586975097656
271366_106_0065,train,False,,,,
271366_112_068,train,False,,,,
271366_114_053,train,False,,,,
271366_123_053,train,False,,,,
271366_12_22,train,True,100,3,2.431123733520508,158.07131958007812
271366_130_395,train,True,100,50,2.255801200866699,164.99110412597656
271366_132_621,train,True,100,50,2.297560453414917,162.01377868652344
271366_134_27249999999998,train,True,100,50,2.5795016288757324,153.4486846923828
271366_135_6645,train,True,100,50,2.3715715408325195,158.27365112304688
271366_143_866,train,True,100,50,1.9587398767471313,151.17510986328125
271366_146_9485,train,True,100,50,2.686459541320801,158.78952026367188
271366_14_9835,train,True,100,50,2.1411187648773193,158.31201171875
271366_152_166,train,True,100,4,2.5666768550872803,160.95733642578125
271366_164_658,train,True,100,50,2.1568615436553955,160.16458129882812
271366_171_982,train,True,100,50,1.827233910560608,150.5825958251953
271366_177_09,train,False,,,,
271366_179_265,train,True,100,26,2.22267746925354,162.43447875976562
271366_181_7045,train,True,100,50,2.095116376876831,158.3622589111328
271366_182_867,train,True,100,50,1.906638741493225,150.5040740966797
271366_184_708,train,True,100,50,2.262119770050049,157.14178466796875
271366_189_028,train,False,,,,
271366_190_978,train,True,100,50,1.6281241178512573,150.36187744140625
271366_197_384,train,True,100,50,2.2284512519836426,166.50364685058594
